name,substance_type,SMILES,detected,typol_class_tab_2,molecule,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
alphaEndosulfan,insecticide,C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,1.0,2.0,<rdkit.Chem.rdchem.Mol object at 0x16833a9d0>,11.316003401360547,11.316003401360547,0.010740740740741161,-1.860735071806501,0.575408708605736,52.21052631578947,406.92899999999986,400.88099999999986,403.816881132,108,0,0.3041188211590116,-0.26809646872656767,0.3041188211590116,0.26809646872656767,0.9473684210526315,1.3157894736842106,1.6842105263157894,35.54030974828978,9.828011504319115,2.820580394458581,-2.333009036578108,2.758819827869707,-2.451620456731275,7.747130331701795,0.20728941350055474,2.5435556914189767,2.1877260443323916,470.1834139056276,14.215178470694319,8.96969410066316,14.32176435770162,8.686411174470248,5.188423871667992,8.456210709723358,4.612036033430883,8.767340034641697,3.9406736809015626,8.946869492336543,2.959223851433213,6.598894658410821,1.55,17026.56179835863,15.445865802036371,4.526742855893185,1.5894427466458492,141.7906412262262,0.0,9.748344582882218,4.33335411348544,0.0,0.0,11.361316488136412,8.366170865299415,0.0,4.208898492164469,23.20187978046503,46.40375956093006,0.0,11.835812092322787,23.27833663325303,12.575069357463885,80.9669558295315,0.0,0.0,11.835812092322787,14.081698696367658,13.213763929025836,10.064572704227194,0.0,0.0,0.0,0.0,0.0,69.60563934139509,31.504361117557963,19.727487353435826,11.835812092322787,0.0,10.064572704227194,0.0,0.0,0.0,35.53,37.27882727682686,4.208898492164469,0.0,23.27833663325303,0.0,0.0,0.0,0.0,0.0,0.0,77.9718102066945,19.746629818594105,36.35136589821113,-2.7796296296296297,0.2099363819601927,0.0,-0.9108950617283962,0.0,0.0,0.021481481481482323,0.0,0.7777777777777778,19,0,3,2,1,3,0,0,0,0,5,2,3,0,10,1,0,1,1,2,0,1,3.67997171960279,3,3.689800000000001,77.36340000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
betaEndosulfan,insecticide,[2H]C1([C@@H]2[C@@H]([C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)C(OS(=O)O1)([2H])[2H])[2H],1.0,2.0,<rdkit.Chem.rdchem.Mol object at 0x16833a1f0>,11.667253401360544,11.667253401360544,0.3212586608717549,-2.7732870370370373,0.5711885142717946,60.63157894736842,410.95340711200004,400.88100000000014,407.8419881159999,108,0,0.3041188211590116,-0.26809646872656767,0.3041188211590116,0.26809646872656767,1.0526315789473684,1.4210526315789473,1.7894736842105263,35.540309748289786,9.828011504319122,2.8205803944585814,-2.333009036578104,2.7588198278697096,-2.451620456731276,7.747130331701797,0.20728941350055477,2.5181248762664,2.3792484703153445,609.1975059575527,17.800964908321227,12.555480538290064,13.907550795328522,10.154371643918696,6.78017558120413,8.047962419259495,4.187725023437465,8.204957837190584,3.4221292855504664,8.14548619756738,2.4805311905480543,5.710542181749776,1.55,60057.27829895364,11.142337238128679,4.526742855893185,1.5894427466458492,147.41052322689745,0.0,9.748344582882218,4.33335411348544,0.0,0.0,11.361316488136412,8.366170865299415,0.0,4.208898492164469,23.20187978046503,46.40375956093006,0.0,11.835812092322787,28.66557741474065,18.058103582144764,80.9669558295315,0.0,0.0,11.835812092322787,14.081698696367658,13.117970485832576,10.064572704227194,0.0,0.0,0.0,0.0,0.0,69.60563934139509,31.4085676743647,19.727487353435826,11.835812092322787,5.483034224680881,10.064572704227194,0.0,0.0,0.0,35.53,50.39679776265943,4.208898492164469,0.0,10.064572704227194,0.0,0.0,0.0,0.0,0.0,8.366170865299415,75.08867356607597,50.85717057193247,34.977769589317205,-4.230324074074073,-0.6425173217435101,0.0,-3.276635802469136,0.0,0.0,-5.546574074074074,0.0,0.7777777777777778,19,0,3,2,1,3,0,0,0,0,5,2,3,0,10,1,0,1,1,2,0,1,2.654657657402716,3,3.6898,77.36340000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aluminium,metal,[Al],1.0,,<rdkit.Chem.rdchem.Mol object at 0x16833a960>,0.0,0.0,0.0,0.0,0.31700132909320244,0.0,26.982,26.982,26.98153863,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,26.982,26.982,0.0,0.0,-0.3808,-0.3808,5.754,5.754,0.0,0.0,0.0,0.0,0.5773502691896258,1.7320508075688774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5324675324675323,0.0,1.5324675324675323,0.41051631295533775,4.0446626544187545,18.241990751890413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36106511960754,0.0,0.0,17.36106511960754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36106511960754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36106511960754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6291029211523357,0,-0.3808,5.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobalt,metal,[Co],1.0,,<rdkit.Chem.rdchem.Mol object at 0x16833ae30>,0.0,0.0,0.0,0.0,0.3680502207685233,0.0,58.933,58.933,58.933195,9,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.3743685418725535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064935064935063,0.0,1.5064935064935063,0.48085248085248133,4.403929403929406,17.68851124136627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77879776869357,0.0,16.77879776869357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77879776869357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77879776869357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7244011399855562,0,-0.0025,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copper,metal,[Cu],1.0,,<rdkit.Chem.rdchem.Mol object at 0x168339d20>,0.0,0.0,0.0,0.0,0.3472819583833593,0.0,63.546,63.546,62.9295975,11,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30151134457776363,1.243163121016122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194805194805194,0.0,1.5194805194805197,0.4444805194805197,4.21948051948052,17.964098032124472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6753794906392313,0,-0.0025,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercury,metal,[Hg],1.0,,<rdkit.Chem.rdchem.Mol object at 0x1683395b0>,0.0,0.0,0.0,0.0,0.4831359768521075,0.0,200.59,200.59,201.970643,2,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,6.2048368229954285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9350649350649349,0.0,1.935064935064935,0.004509379509379528,1.2128427128427133,28.00040585247103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.668928229640674,0.0,27.668928229640674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.668928229640674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.668928229640674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008725942167500644,0,-0.0025,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zinc,metal,[O-]S(=O)(=O)[O-].[Zn+2],1.0,,<rdkit.Chem.rdchem.Mol object at 0x168339770>,8.520833333333334,8.520833333333334,0.0,-5.166666666666666,0.250172219594178,9.666666666666666,161.45299999999997,161.45299999999997,159.88087167999998,32,0,2.0,-0.7587686166726576,2.0,0.7587686166726576,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.0,90.7164928725825,4.5,2.7483482335058627,6.531972647421808,2.0,0.6666666666666669,2.0,0.40824829046386324,1.2247448713915892,0.0,0.0,0.0,0.0,0.49337662337662336,3.6096404744368114,9.705182360074453,2.6305334691955937,225.27163146815272,47.88951059429245,9.105499747380728,0.0,0.0,0.0,0.0,19.477968898871303,8.417796984328938,0.0,0.0,0.0,0.0,0.0,10.399000581649608,0.0,37.00126563058097,10.399000581649608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.523296731709664,29.876969480520913,0.0,0.0,0.0,0.0,0.0,0.0,80.25999999999999,10.399000581649608,0.0,0.0,19.477968898871303,0.0,0.0,0.0,0.0,0.0,0.0,17.523296731709664,34.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.166666666666666,0.0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4.254967837137088,0,-1.3404999999999996,10.4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-chlorodecane,other,CCCCCCCCCCCl,1.0,,<rdkit.Chem.rdchem.Mol object at 0x168339fc0>,5.564062941755792,5.564062941755792,0.8422222222222223,0.8422222222222223,0.3808291599057807,10.363636363636363,176.731,155.563,176.133178352,68,0,0.022295574346744947,-0.12671696964452742,0.12671696964452742,0.022295574346744947,0.7272727272727273,1.1818181818181819,1.6363636363636365,35.4956627255872,10.0923459652067,1.8889759534336714,-1.9811812120893055,2.0776370102518076,-1.800533061780838,6.173407228702908,0.5857648712114191,2.0339309928768716,2.6909155266923976,53.89311688209828,8.36396103067893,7.741925503688156,8.497854449706612,5.414213562373096,4.974368023098972,5.50889050692382,3.163855970657529,3.541820443666756,1.9871840115494857,2.25444525346191,1.2283745947354905,1.4173568312401041,0.29,292.8860629742695,11.289999999999997,10.289999999999997,10.29,76.3269962842807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,51.8694885601727,6.4208216229260096,5.880003444970339,0.0,0.0,11.600939890232516,0.0,0.0,0.0,58.29031018309871,5.880003444970339,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,5.880003444970339,0.0,0.0,58.29031018309871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.880003444970339,51.36657298340809,0.0,0.0,6.923737199690624,11.600939890232516,0.0,5.564062941755792,0.0,0.0,0.0,0.8422222222222223,0.0,10.947389280815207,2.257436666317889,0.0,1.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,10.561281818181813,0,4.365900000000004,53.33000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
2A1,other,C[C@@H](CO)N,1.0,,<rdkit.Chem.rdchem.Mol object at 0x16833a570>,8.018518518518519,8.018518518518519,0.06018518518518534,-0.06018518518518534,0.4337552925789797,15.0,75.111,66.039,75.068413908,32,0,0.057931553917577996,-0.39477568265926627,0.39477568265926627,0.057931553917577996,2.0,2.2,2.2,16.251800155972372,10.408391820218489,1.8075405750417275,-1.9084390192052194,1.6219355399615796,-2.182049913429427,4.429166558893617,0.2734819810346206,1.3787834934861756,2.5395388613593908,20.854752972273346,4.284457050376173,3.309020915065757,3.309020915065757,2.270055610029662,1.6351596590036603,1.6351596590036603,1.1598580700277676,1.1598580700277676,0.2879834411740013,0.2879834411740013,0.0,0.0,-0.08,9.65148445440323,4.920000000000001,2.1751020408163266,3.92,31.603259705831498,10.84019487200289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.041840829147961,6.606881964512918,5.106527394840706,0.0,0.0,0.0,5.733667477162185,12.965578028838586,6.606881964512918,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,17.755250188501584,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,46.25,0.0,0.0,0.0,12.648722793660879,0.0,0.0,0.0,6.923737199690624,0.0,0.0,10.84019487200289,0.0,0.0,0.0,8.018518518518519,5.041666666666667,0.0,-0.06018518518518534,0.0,1.8333333333333335,0.0,1.0,5,3,2,0,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,0,0,0,2.1403004081632657,0,-0.6741000000000001,20.735200000000003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-octylphenol,other,CCCCCCCCC1=CC=C(C=C1)O,1.0,,<rdkit.Chem.rdchem.Mol object at 0x168339cb0>,9.12536906750287,9.12536906750287,0.36268129158866924,0.36268129158866924,0.65954269739969,10.466666666666667,206.32900000000004,184.15299999999996,206.167065324,84,0,0.11509484011770364,-0.5079666452523371,0.5079666452523371,0.11509484011770364,0.8666666666666667,1.4666666666666666,2.1333333333333333,16.25463560155537,10.050382206508266,1.9388431926487424,-2.0159161193139705,2.1288440500393238,-1.851871109879556,5.25282210295115,0.4747395984326501,2.2571220027383974,2.0706728961148544,250.54613980420214,10.932875131431278,9.706362140564297,9.706362140564297,7.325698502695488,6.1056341745757186,6.1056341745757186,4.1842141331773925,4.1842141331773925,2.7553455255066424,2.7553455255066424,1.7720688280772456,1.7720688280772456,-0.98,2717.5748912970303,12.091326676176887,7.329846773929591,5.458270590623322,93.14517378686587,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16057945124389,30.537828874472233,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,51.8694885601727,0.0,29.828919765543436,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,6.4208216229260096,0.0,51.01211842894368,24.26546827384644,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,6.4208216229260096,44.08838122925306,12.13273413692322,12.13273413692322,6.923737199690624,5.106527394840706,0.0,0.0,0.0,9.12536906750287,1.3363810416141768,0.36268129158866924,7.571016943814563,9.191412560636946,2.2464724281761064,0.0,0.5714285714285714,15,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,7,0,0,0,0,0,5.908504788660265,1,4.295200000000005,65.18680000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
A736,other,CCN1C2=C3C=C(C=C2)C4=CSC(=N4)C[C@@H](C(=O)N5CCC[C@H](N5)C(=O)OCC(CC3=C1C6=C(N=CC=C6)[C@H](C)OC)(C)C)NC(=O)[C@H](C(C)C)N(C)C(=O)N7CCN([C@@H]8[C@H]7C8)C(=O)C=C,1.0,,<rdkit.Chem.rdchem.Mol object at 0x16833a2d0>,14.652744241404331,14.652744241404331,0.07456229140620718,-1.0823988298848162,0.15573368138320814,22.833333333333332,922.1659999999998,858.6619999999997,921.4571163559999,352,0,0.3244809840053296,-0.46389579998749897,0.46389579998749897,0.3244809840053296,1.121212121212121,1.878787878787879,2.606060606060606,32.133483914717274,9.83813507040465,2.52823953659991,-2.390994669851559,2.4226829852717553,-2.6259655464007077,7.095148669551164,-0.15518948769622867,3.8878224249855244,1.143738377132944,2533.974757019422,47.18877652859392,39.33491012310701,40.15140670403473,31.547283389977114,23.142241178376036,24.02189398963093,19.153636046281793,20.0962898875027,13.583771513142999,14.454912710467267,10.082692508914324,10.933092567172222,-5.65,358101557534423.0,46.864449608660465,18.918272732826235,9.084010606759316,390.20010535955845,34.057343351949214,18.12552248744388,0.0,11.814359458703011,5.907179729351506,12.00041980028992,29.171039781189023,15.204307102129412,0.0,11.336785877934735,40.3402515508226,81.353606809624,85.77904149748184,46.88393769195529,33.4464118279592,51.96166979836023,0.0,44.98627840730844,11.332896515558172,116.50445825217446,40.398620706205364,70.82870065821764,0.0,22.514758973090913,10.742580001116716,4.794537184071822,0.0,11.336785877934735,134.57348224648135,48.03827429565198,11.332896515558172,83.17385763806828,54.56369747481942,0.0,33.41768390517197,0.0,171.54000000000002,41.324177703495515,23.97268592035911,0.0,49.07155192133411,56.8699358122071,44.67506339171742,27.321628239573624,30.154132557268756,32.2176414379994,66.92529520542489,19.441682949494513,14.24025005468818,1.409202165408953,84.43365215113229,8.124796798038222,9.269637860866897,-1.8242852949711374,7.107904639054137,5.159200048453199,17.53100915604603,3.2986324212832336,0.5306122448979592,66,2,16,1,3,4,5,1,3,4,6,6,12,2,17,6,9,1,2,3,0,0,13.433249078339855,8,5.750000000000005,251.9183999999992,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,7,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Biphenyl,other,C1=CC=C(C=C1)C2=CC=CC=C2,1.0,1.0,<rdkit.Chem.rdchem.Mol object at 0x16833af10>,2.1203703703703702,2.1203703703703702,1.2760185185185187,1.2760185185185187,0.5905018880213778,9.666666666666666,154.21199999999996,144.13199999999998,154.07825032,58,0,-0.018404256076149473,-0.062225394893666276,0.062225394893666276,0.018404256076149473,0.4166666666666667,0.75,1.0833333333333333,13.961331628236497,10.068819284791342,1.9123006747664757,-1.9807071412546904,2.1656688596491174,-1.7312579020506635,5.62192401149373,1.620063319774303,2.2067946744792137,2.457149480139045,297.4313204906765,8.22576835024473,6.77350269189626,6.77350269189626,5.966326495188786,4.071367205045919,4.071367205045919,2.732050807568879,2.732050807568879,1.880911470030613,1.880911470030613,1.2612058845650993,1.2612058845650993,-1.5599999999999996,1023.9527289583551,7.108736857548047,3.2249464015776437,1.3739359404482387,72.48849732556099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,12.13273413692322,48.53093654769288,0.0,0.0,0.0,0.0,0.0,2.5520370370370373,0.0,20.781296296296297,0.0,0.0,0.0,0.0,12,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1.9104412790426617,2,3.353600000000002,51.87800000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H40,other,C1=CC(=CC=C1NC(=O)CCS)SC2=CC(=NC(=C2)Br)NCCO,1.0,,<rdkit.Chem.rdchem.Mol object at 0x16833a8f0>,11.547578976419057,11.547578976419057,0.03882693055783837,-0.03882693055783837,0.3816441665836123,10.458333333333334,428.37700000000007,410.2330000000001,427.00238091600005,128,0,0.2246911565831246,-0.39454503701155497,0.39454503701155497,0.2246911565831246,1.25,2.0,2.6666666666666665,79.9187312751653,10.283473186594753,2.0469832267135124,-2.0844329222732436,2.3106648630387236,-2.1087979397201475,9.102411220504104,-0.11532877073871946,2.543579738945543,2.0255603976554073,683.5227825457847,17.363596551749424,12.828630580320775,16.12555089136312,11.600886748174156,7.314198324345761,9.556148706864514,4.809417780655289,7.216041934719075,2.8981627274095896,4.507280519196942,1.8743074266284763,3.552027606747349,-1.22,226175.11038703765,19.10934362579321,9.926856202668247,6.350639280292179,158.73406039235473,15.740104602853368,10.421058796818908,0.0,5.907179729351506,0.0,0.0,4.794537184071822,4.983978520947208,12.628789148012991,0.0,11.761884949391115,58.0809999154658,28.443931254557697,6.606881964512918,9.901064578912528,57.73304677722356,0.0,4.983978520947208,0.0,16.21178857396156,29.538069185184945,41.00139842975354,0.0,0.0,10.633577208012662,11.50524905251859,0.0,40.32061799535346,34.902177622311704,4.794537184071822,0.0,6.4208216229260096,50.79236538078909,0.0,0.0,0.0,74.25,0.0,4.794537184071822,0.0,12.514061693864424,24.536294413420404,20.08154924470299,0.0,11.761884949391115,36.39820241076966,44.17628877492221,5.106527394840706,0.7255354410875281,9.024610687345694,17.919382873008537,14.754924089950396,0.7706886349581156,1.19741494704314,11.510636125955841,0.39709484732572786,0.5052679088805723,0.0,0.25,24,3,5,0,0,0,1,1,1,2,0,0,6,4,8,1,8,0,0,0,0,0,7.90398776252601,2,3.657900000000002,105.17720000000003,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L1000,other,CCO,1.0,,<rdkit.Chem.rdchem.Mol object at 0x16833a420>,7.569444444444445,7.569444444444445,0.25,0.25,0.40680796565539457,6.0,46.069,40.021,46.041864812,20,0,0.040220581749086416,-0.3966637147812598,0.3966637147812598,0.040220581749086416,2.0,2.0,2.0,16.248991329327918,10.90816803508637,1.3402935186707778,-1.52235869276019,1.2962426382141041,-1.568363547035574,3.835802335589486,0.3184056131739115,0.9182958340544897,1.6329931618554523,2.754887502163469,2.7071067811865475,2.1543203766865053,2.1543203766865053,1.4142135623730951,1.0233345472033855,1.0233345472033855,0.3162277660168379,0.3162277660168379,0.0,0.0,0.0,0.0,-0.04,2.754887502163469,2.9600000000000004,1.96,1.9600000000000033,19.89842689442217,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,6.606881964512918,0.0,0.0,0.0,6.923737199690624,0.0,0.0,5.106527394840706,0.0,0.0,0.0,7.569444444444445,0.0,0.0,0.0,0.0,1.9305555555555556,0.0,1.0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.9338666666666668,0,-0.0014000000000000123,12.759800000000002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
